action_id,action_group_id,action,type1,subtype,ft,points,type2,subtype,ft,points,type3,subtype,ft,points,isDefault,FLAG
1924,1891,<plyer1> mkes tip shot,shot,made,1,2,,,-1,-1,,,-1,-1,0,
1925,1925,<player1>  makes 2-foot dunk,shot,made,2,2,,,-1,-1,,,-1,-1,1,
1926,1925,<player1> makes 2-foot  dunk,shot,made,2,2,,,-1,-1,,,-1,-1,0,
1927,1927,<player1> made 2 ft hook shot assisted by <player2>,shot,made,2,2,assist,,-1,-1,,,-1,-1,1,
1928,1927,<player1> made 2 ft jumper assisted by <player2>,shot,made,2,2,assist,,-1,-1,,,-1,-1,0,
1929,1927,<player1> made 2 ft two point shot assisted by <player2>,shot,made,2,2,assist,,-1,-1,,,-1,-1,0,
1930,1927,<player1> makes 2-foot driving dunk (<player2> assists ),shot,made,2,2,assist,,-1,-1,,,-1,-1,0,
1931,1927,<player1> makes 2-foot driving dunk (<player2> assists),shot,made,2,2,assist,,-1,-1,,,-1,-1,0,
1932,1927,<player1> makes 2-foot dunk (<player2> assists ),shot,made,2,2,assist,,-1,-1,,,-1,-1,0,
1933,1927,<player1> makes 2-foot dunk (<player2> assists),shot,made,2,2,assist,,-1,-1,,,-1,-1,0,
1934,1927,<player1> makes 2-foot hook shot (<player2> assists),shot,made,2,2,assist,,-1,-1,,,-1,-1,0,
1935,1927,<player1> makes 2-foot jumper (<player2> assists),shot,made,2,2,assist,,-1,-1,,,-1,-1,0,
1936,1927,<player1> makes 2-foot running jumper (<player2> assists),shot,made,2,2,assist,,-1,-1,,,-1,-1,0,
1937,1927,<player1> makes 2-foot two point shot (<player2> assists ),shot,made,2,2,assist,,-1,-1,,,-1,-1,0,
1938,1927,<player1> makes 2-foot two point shot (<player2> assists),shot,made,2,2,assist,,-1,-1,,,-1,-1,0,
1939,1927,<player1> makes 2-foot two point shot (de<player2>s assists),shot,made,2,2,assist,,-1,-1,,,-1,-1,0,
1940,1927,<player1>  makes 2-foot driving dunk (<player2> assists),shot,made,2,2,assist,,-1,-1,,,-1,-1,0,
1941,1927,<player1>  makes 2-foot dunk (<player2> assists),shot,made,2,2,assist,,-1,-1,,,-1,-1,0,
1942,1927,<player1>  makes 2-foot two point shot (<player2> assists),shot,made,2,2,assist,,-1,-1,,,-1,-1,0,
1943,1927,<player1> makes 2-foot driving dunk (<player2>  assists),shot,made,2,2,assist,,-1,-1,,,-1,-1,0,
1944,1927,<player1> makes 2-foot dunk (<player2>  assists),shot,made,2,2,assist,,-1,-1,,,-1,-1,0,
1945,1927,<player1> makes 2-foot two point shot (  <player2> assists),shot,made,2,2,assist,,-1,-1,,,-1,-1,0,
1946,1927,<player1> makes 2-foot two point shot (<player2>  assists),shot,made,2,2,assist,,-1,-1,,,-1,-1,0,
1947,1927,<player1>  makes 2-foot driving dunk (<player2> assists),shot,made,2,2,assist,,-1,-1,,,-1,-1,0,
1948,1927,<player1>  makes 2-foot dunk (<player2> assists),shot,made,2,2,assist,,-1,-1,,,-1,-1,0,
1949,1927,<player1>  makes 2-foot two point shot (<player2> assists),shot,made,2,2,assist,,-1,-1,,,-1,-1,0,
1950,1927,<player1> makes 2-foot driving dunk (<player2>  assists),shot,made,2,2,assist,,-1,-1,,,-1,-1,0,
1951,1927,<player1> makes 2-foot dunk (<player2>  assists),shot,made,2,2,assist,,-1,-1,,,-1,-1,0,
1952,1927,<player1> makes 2-foot two point shot (  <player2> assists),shot,made,2,2,assist,,-1,-1,,,-1,-1,0,
1953,1927,<player1> makes 2-foot two point shot (<player2>  assists),shot,made,2,2,assist,,-1,-1,,,-1,-1,0,
1954,1954,<player1> makes 2 free throws,shot,made,2,2,,,-1,-1,,,-1,-1,1,
1955,1954,<player1> makes 2-foot  dunk,shot,made,2,2,,,-1,-1,,,-1,-1,0,
1956,1954,<player1> makes 2-foot layup,shot,made,2,2,,,-1,-1,,,-1,-1,0,
1957,1954,<player1>  makes 2-foot two point shot,shot,made,2,2,,,-1,-1,,,-1,-1,0,
1958,1954,<player1> made 2 ft hook shot,shot,made,2,2,,,-1,-1,,,-1,-1,0,
1959,1954,<player1> made 2 ft jumper,shot,made,2,2,,,-1,-1,,,-1,-1,0,
1960,1954,<player1> made 2 ft running jumper,shot,made,2,2,,,-1,-1,,,-1,-1,0,
1961,1954,<player1> made 2 ft two point shot,shot,made,2,2,,,-1,-1,,,-1,-1,0,
1962,1954,<player1> makes 2-foot driving dunk,shot,made,2,2,,,-1,-1,,,-1,-1,0,
1963,1954,<player1> makes 2-foot dunk,shot,made,2,2,,,-1,-1,,,-1,-1,0,
1964,1954,<player1> makes 2-foot hook shot,shot,made,2,2,,,-1,-1,,,-1,-1,0,
1965,1954,<player1> makes 2-foot jumper,shot,made,2,2,,,-1,-1,,,-1,-1,0,
1966,1954,<player1> makes 2-foot running jumper,shot,made,2,2,,,-1,-1,,,-1,-1,0,
1967,1954,<player1> makes 2-foot two point shot,shot,made,2,2,,,-1,-1,,,-1,-1,0,
1968,1954,<player1> makes 2-foot two point tip shot,shot,made,2,2,,,-1,-1,,,-1,-1,0,
1969,1954,<player1>  makes 2-foot dunk,shot,made,2,2,,,-1,-1,,,-1,-1,0,
1970,1970,<player1>  makes 3-foot driving dunk,shot,made,3,2,,,-1,-1,,,-1,-1,1,
1971,1970,<player1>  makes 3-foot dunk,shot,made,3,2,,,-1,-1,,,-1,-1,0,
1972,1972,<player1> made 3 ft hook shot assisted by <player2>,shot,made,3,2,assist,,-1,-1,,,-1,-1,1,
1973,1972,<player1> made 3 ft jumper assisted by <player2>,shot,made,3,2,assist,,-1,-1,,,-1,-1,0,
1974,1972,<player1> made 3 ft running jumper assisted by <player2>,shot,made,3,2,assist,,-1,-1,,,-1,-1,0,
1975,1972,<player1> made 3 ft two point shot assisted by <player2>,shot,made,3,2,assist,,-1,-1,,,-1,-1,0,
1976,1972,<player1> makes 3-foot driving dunk (<player2> assists),shot,made,3,2,assist,,-1,-1,,,-1,-1,0,
1977,1972,<player1> makes 3-foot dunk (<player2> assists),shot,made,3,2,assist,,-1,-1,,,-1,-1,0,
1978,1972,<player1> makes 3-foot hook shot (<player2> assists),shot,made,3,2,assist,,-1,-1,,,-1,-1,0,
1979,1972,<player1> makes 3-foot jumper (<player2> assists ),shot,made,3,2,assist,,-1,-1,,,-1,-1,0,
1980,1972,<player1> makes 3-foot jumper (<player2> assists),shot,made,3,2,assist,,-1,-1,,,-1,-1,0,
1981,1972,<player1> makes 3-foot running jumper (<player2> assists),shot,made,3,2,assist,,-1,-1,,,-1,-1,0,
1982,1972,<player1> makes 3-foot two point shot (<player2>  assists),shot,made,3,2,assist,,-1,-1,,,-1,-1,0,
1983,1972,<player1> makes 3-foot two point shot (<player2> assists ),shot,made,3,2,assist,,-1,-1,,,-1,-1,0,
1984,1972,<player1> makes 3-foot two point shot (<player2> assists),shot,made,3,2,assist,,-1,-1,,,-1,-1,0,
1985,1972,<player1> makes 3pt shot  (<player2> assists),shot,made,3,2,assist,,-1,-1,,,-1,-1,0,
1986,1972,de<player1>s makes 3-foot two point shot (<player2> assists),shot,made,3,2,assist,,-1,-1,,,-1,-1,0,PLAYER
1987,1972,<player1>  makes 3-foot dunk (<player2> assists),shot,made,3,2,assist,,-1,-1,,,-1,-1,0,
1988,1972,<player1>  makes 3-foot jumper (<player2> assists),shot,made,3,2,assist,,-1,-1,,,-1,-1,0,
1989,1972,<player1>  makes 3-foot dunk (<player2> assists),shot,made,3,2,assist,,-1,-1,,,-1,-1,0,
1990,1972,<player1>  makes 3-foot jumper (<player2> assists),shot,made,3,2,assist,,-1,-1,,,-1,-1,0,
1991,1991,<player1>  makes 3-foot two point shot,shot,made,3,2,,,-1,-1,,,-1,-1,1,PLAYER
1992,1991,<player1> made 3 ft hook shot,shot,made,3,2,,,-1,-1,,,-1,-1,0,
1993,1991,<player1> made 3 ft jumper,shot,made,3,2,,,-1,-1,,,-1,-1,0,
1994,1991,<player1> made 3 ft running jumper,shot,made,3,2,,,-1,-1,,,-1,-1,0,
1995,1991,<player1> made 3 ft two point shot,shot,made,3,2,,,-1,-1,,,-1,-1,0,
1996,1991,<player1> makes 3-foot driving dunk,shot,made,3,2,,,-1,-1,,,-1,-1,0,
1997,1991,<player1> makes 3-foot dunk,shot,made,3,2,,,-1,-1,,,-1,-1,0,
1998,1991,<player1> makes 3-foot hook shot,shot,made,3,2,,,-1,-1,,,-1,-1,0,
1999,1991,<player1> makes 3-foot jumper,shot,made,3,2,,,-1,-1,,,-1,-1,0,
2000,1991,<player1> makes 3-foot layup,shot,made,3,2,,,-1,-1,,,-1,-1,0,
2001,1991,<player1> makes 3-foot running jumper,shot,made,3,2,,,-1,-1,,,-1,-1,0,
2002,1991,<player1> makes 3-foot two point shot,shot,made,3,2,,,-1,-1,,,-1,-1,0,
2003,1991,de<player1>s makes 3-foot two point shot,shot,made,3,2,,,-1,-1,,,-1,-1,0,PLAYER
2004,1991,<player1>  makes 3-foot driving dunk,shot,made,3,2,,,-1,-1,,,-1,-1,0,
2005,1991,<player1>  makes 3-foot dunk,shot,made,3,2,,,-1,-1,,,-1,-1,0,
2006,1991,<player1> iv makes 3-foot two point shot,shot,made,3,2,,,-1,-1,,,-1,-1,0,1
2007,2007,<player1>  made 4 ft jumper,shot,made,4,2,,,-1,-1,,,-1,-1,1,
2008,2008,<player1>  makes 4-foot two point shot (<player2> assists),shot,made,4,2,assist,,-1,-1,,,-1,-1,1,PLAYER
2009,2008,<player1> made 4 ft hook shot assisted by <player2>,shot,made,4,2,assist,,-1,-1,,,-1,-1,0,
2010,2008,<player1> made 4 ft jumper assisted by <player2>,shot,made,4,2,assist,,-1,-1,,,-1,-1,0,
2011,2008,<player1> made 4 ft running jumper assisted by <player2>,shot,made,4,2,assist,,-1,-1,,,-1,-1,0,
2012,2008,<player1> made 4 ft two point shot assisted by <player2>,shot,made,4,2,assist,,-1,-1,,,-1,-1,0,
2013,2008,<player1> makes 4-foot driving dunk (<player2> assists),shot,made,4,2,assist,,-1,-1,,,-1,-1,0,
2014,2008,<player1> makes 4-foot dunk (<player2> assists),shot,made,4,2,assist,,-1,-1,,,-1,-1,0,
2015,2008,<player1> makes 4-foot hook shot (<player2> assists),shot,made,4,2,assist,,-1,-1,,,-1,-1,0,
2016,2008,<player1> makes 4-foot jumper (<player2> assists ),shot,made,4,2,assist,,-1,-1,,,-1,-1,0,
2017,2008,<player1> makes 4-foot jumper (<player2> assists),shot,made,4,2,assist,,-1,-1,,,-1,-1,0,
2018,2008,<player1> makes 4-foot jumper (de<player2>s assists),shot,made,4,2,assist,,-1,-1,,,-1,-1,0,
2019,2008,<player1> makes 4-foot running jumper (<player2> assists),shot,made,4,2,assist,,-1,-1,,,-1,-1,0,
2020,2008,<player1> makes 4-foot two point shot (<player2>  assists),shot,made,4,2,assist,,-1,-1,,,-1,-1,0,
2021,2008,<player1> makes 4-foot two point shot (<player2> assists ),shot,made,4,2,assist,,-1,-1,,,-1,-1,0,
2022,2008,<player1> makes 4-foot two point shot (<player2> assists),shot,made,4,2,assist,,-1,-1,,,-1,-1,0,
2023,2008,de<player1>s makes 4-foot jumper (<player2> assists),shot,made,4,2,assist,,-1,-1,,,-1,-1,0,PLAYER
2024,2008,de<player1>s makes 4-foot running jumper (<player2> assists),shot,made,4,2,assist,,-1,-1,,,-1,-1,0,PLAYER
2025,2008,<player1>  makes 4-foot jumper (<player2> assists),shot,made,4,2,assist,,-1,-1,,,-1,-1,0,
2026,2008,<player1> makes 4-foot jumper (  <player2> assists),shot,made,4,2,assist,,-1,-1,,,-1,-1,0,
2027,2008,<player1> makes 4-foot jumper (<player2>  assists),shot,made,4,2,assist,,-1,-1,,,-1,-1,0,
2028,2008,<player1>  makes 4-foot jumper (<player2> assists),shot,made,4,2,assist,,-1,-1,,,-1,-1,0,
2029,2008,<player1> makes 4-foot jumper (  <player2> assists),shot,made,4,2,assist,,-1,-1,,,-1,-1,0,
2030,2008,<player1> makes 4-foot jumper (<player2>  assists),shot,made,4,2,assist,,-1,-1,,,-1,-1,0,
2031,2031,<player1> makes 4-foot dunk,shot,made,4,2,,,-1,-1,,,-1,-1,1,
2032,2031,<player1>  makes 4-foot jumper,shot,made,4,2,,,-1,-1,,,-1,-1,0,PLAYER
2033,2031,<player1>  makes 4-foot two point shot,shot,made,4,2,,,-1,-1,,,-1,-1,0,PLAYER
2034,2031,<player1> made 4 ft hook shot,shot,made,4,2,,,-1,-1,,,-1,-1,0,
2035,2031,<player1> made 4 ft jumper,shot,made,4,2,,,-1,-1,,,-1,-1,0,
2036,2031,<player1> made 4 ft running jumper,shot,made,4,2,,,-1,-1,,,-1,-1,0,
2037,2031,<player1> made 4 ft two point shot,shot,made,4,2,,,-1,-1,,,-1,-1,0,
2038,2031,<player1> makes 4-foot driving dunk,shot,made,4,2,,,-1,-1,,,-1,-1,0,
2039,2031,<player1> makes 4-foot hook shot,shot,made,4,2,,,-1,-1,,,-1,-1,0,
2040,2031,<player1> makes 4-foot jumper,shot,made,4,2,,,-1,-1,,,-1,-1,0,
2041,2031,<player1> makes 4-foot running jumper,shot,made,4,2,,,-1,-1,,,-1,-1,0,
2042,2031,<player1> makes 4-foot two point shot,shot,made,4,2,,,-1,-1,,,-1,-1,0,
2043,2031,de<player1>s makes 4-foot jumper,shot,made,4,2,,,-1,-1,,,-1,-1,0,PLAYER
2044,2031,<player1>  made 4 ft jumper,shot,made,4,2,,,-1,-1,,,-1,-1,0,
2045,2045,<player1>  makes 5-foot jumper,shot,made,5,2,,,-1,-1,,,-1,-1,1,
2046,2045,<player1>  makes 5-foot two point shot,shot,made,5,2,,,-1,-1,,,-1,-1,0,
2047,2047,<player1> made 5 ft hook shot assisted by <player2>,shot,made,5,2,assist,,-1,-1,,,-1,-1,1,
2048,2047,<player1> made 5 ft jumper assisted by <player2>,shot,made,5,2,assist,,-1,-1,,,-1,-1,0,
2049,2047,<player1> made 5 ft running jumper assisted by <player2>,shot,made,5,2,assist,,-1,-1,,,-1,-1,0,
2050,2047,<player1> made 5 ft two point shot assisted by <player2>,shot,made,5,2,assist,,-1,-1,,,-1,-1,0,
2051,2047,<player1> makes 5-foot hook shot (<player2> assists),shot,made,5,2,assist,,-1,-1,,,-1,-1,0,
2052,2047,<player1> makes 5-foot jumper (<player2>  assists),shot,made,5,2,assist,,-1,-1,,,-1,-1,0,
2053,2047,<player1> makes 5-foot jumper (<player2> assists ),shot,made,5,2,assist,,-1,-1,,,-1,-1,0,
2054,2047,<player1> makes 5-foot jumper (<player2> assists),shot,made,5,2,assist,,-1,-1,,,-1,-1,0,
2055,2047,<player1> makes 5-foot running jumper (<player2> assists),shot,made,5,2,assist,,-1,-1,,,-1,-1,0,
2056,2047,<player1> makes 5-foot two point shot (<player2> assists ),shot,made,5,2,assist,,-1,-1,,,-1,-1,0,
2057,2047,<player1> makes 5-foot two point shot (<player2> assists),shot,made,5,2,assist,,-1,-1,,,-1,-1,0,
2058,2047,<player1>  makes 5-foot two point shot (<player2> assists),shot,made,5,2,assist,,-1,-1,,,-1,-1,0,
2059,2047,<player1> makes 5-foot two point shot (  <player2> assists),shot,made,5,2,assist,,-1,-1,,,-1,-1,0,
2060,2047,<player1> makes 5-foot two point shot (<player2>  assists),shot,made,5,2,assist,,-1,-1,,,-1,-1,0,
2061,2047,<player1>  makes 5-foot two point shot (<player2> assists),shot,made,5,2,assist,,-1,-1,,,-1,-1,0,
2062,2047,<player1> makes 5-foot two point shot (  <player2> assists),shot,made,5,2,assist,,-1,-1,,,-1,-1,0,
2063,2047,<player1> makes 5-foot two point shot (<player2>  assists),shot,made,5,2,assist,,-1,-1,,,-1,-1,0,
2064,2064,<player1> made 5 ft hook shot,shot,made,5,2,,,-1,-1,,,-1,-1,1,
2065,2064,<player1> made 5 ft jumper,shot,made,5,2,,,-1,-1,,,-1,-1,0,
2066,2064,<player1> made 5 ft running jumper,shot,made,5,2,,,-1,-1,,,-1,-1,0,
2067,2064,<player1> made 5 ft two point shot,shot,made,5,2,,,-1,-1,,,-1,-1,0,
2068,2064,<player1> makes 5-foot hook shot,shot,made,5,2,,,-1,-1,,,-1,-1,0,
2069,2064,<player1> makes 5-foot jumper,shot,made,5,2,,,-1,-1,,,-1,-1,0,
2070,2064,<player1> makes 5-foot running jumper,shot,made,5,2,,,-1,-1,,,-1,-1,0,
2071,2064,<player1> makes 5-foot to point shot,shot,made,5,2,,,-1,-1,,,-1,-1,0,
2072,2064,<player1> makes 5-foot two point shot,shot,made,5,2,,,-1,-1,,,-1,-1,0,
2073,2064,<plyer1> mkes 5-foot two point shot,shot,made,5,2,,,-1,-1,,,-1,-1,0,PLAYER
2074,2064,<player1>  makes 5-foot jumper,shot,made,5,2,,,-1,-1,,,-1,-1,0,
2075,2064,<player1>  makes 5-foot two point shot,shot,made,5,2,,,-1,-1,,,-1,-1,0,
2076,2076,<player1>  makes 6-foot jumper,shot,made,6,2,,,-1,-1,,,-1,-1,1,
2077,2077,<player1> made 6 ft hook shot assisted by <player2>,shot,made,6,2,assist,,-1,-1,,,-1,-1,1,
2078,2077,<player1> made 6 ft jumper assisted by <player2>,shot,made,6,2,assist,,-1,-1,,,-1,-1,0,
2079,2077,<player1> made 6 ft running jumper assisted by <player2>,shot,made,6,2,assist,,-1,-1,,,-1,-1,0,
2080,2077,<player1> made 6 ft two point shot assisted by <player2>,shot,made,6,2,assist,,-1,-1,,,-1,-1,0,
2081,2077,<player1> makes 6-foot hook shot (<player2> assists),shot,made,6,2,assist,,-1,-1,,,-1,-1,0,
2082,2077,<player1> makes 6-foot jumper (<player2> assists ),shot,made,6,2,assist,,-1,-1,,,-1,-1,0,
2083,2077,<player1> makes 6-foot jumper (<player2> assists),shot,made,6,2,assist,,-1,-1,,,-1,-1,0,
2084,2077,<player1> makes 6-foot running jumper (<player2> assists),shot,made,6,2,assist,,-1,-1,,,-1,-1,0,
2085,2077,<player1> makes 6-foot running jumper (<player2> iv assists),shot,made,6,2,assist,,-1,-1,,,-1,-1,0,
2086,2077,<player1> makes 6-foot two point shot (<player2> assists ),shot,made,6,2,assist,,-1,-1,,,-1,-1,0,
2087,2077,<player1> makes 6-foot two point shot (<player2> assists),shot,made,6,2,assist,,-1,-1,,,-1,-1,0,
2088,2077,<player1> makes 6-foot two point shot (<player2>  assists),shot,made,6,2,assist,,-1,-1,,,-1,-1,0,
2089,2077,<player1>  makes 6-foot two point shot (<player2> assists),shot,made,6,2,assist,,-1,-1,,,-1,-1,0,
2090,2077,<player1> makes 6-foot two point shot (<player2>  assists),shot,made,6,2,assist,,-1,-1,,,-1,-1,0,
2091,2091,<player1>  makes 6-foot two point shot,shot,made,6,2,,,-1,-1,,,-1,-1,1,
2092,2091,<player1> made 6 ft hook shot,shot,made,6,2,,,-1,-1,,,-1,-1,0,
2093,2091,<player1> made 6 ft jumper,shot,made,6,2,,,-1,-1,,,-1,-1,0,
2094,2091,<player1> made 6 ft running jumper,shot,made,6,2,,,-1,-1,,,-1,-1,0,
2095,2091,<player1> made 6 ft two point shot,shot,made,6,2,,,-1,-1,,,-1,-1,0,
2096,2091,<player1> makes 6-foot hook shot,shot,made,6,2,,,-1,-1,,,-1,-1,0,
2097,2091,<player1> makes 6-foot jumper,shot,made,6,2,,,-1,-1,,,-1,-1,0,
2098,2091,<player1> makes 6-foot running jumper,shot,made,6,2,,,-1,-1,,,-1,-1,0,
2099,2091,<player1> makes 6-foot two point shot,shot,made,6,2,,,-1,-1,,,-1,-1,0,
2100,2091,de<player1>s makes 6-foot jumper,shot,made,6,2,,,-1,-1,,,-1,-1,0,PLAYER
2101,2091,<player1>  makes 6-foot jumper,shot,made,6,2,,,-1,-1,,,-1,-1,0,
2102,2102,<player1>  makes 7-foot jumper,shot,made,7,2,,,-1,-1,,,-1,-1,1,
2103,2102,<player1>  makes 7-foot two point shot,shot,made,7,2,,,-1,-1,,,-1,-1,0,
2104,2104,<player1> made 7 ft hook shot assisted by <player2>,shot,made,7,2,assist,,-1,-1,,,-1,-1,1,
2105,2104,<player1> made 7 ft jumper assisted by <player2>,shot,made,7,2,assist,,-1,-1,,,-1,-1,0,
2106,2104,<player1> made 7 ft running jumper assisted by <player2>,shot,made,7,2,assist,,-1,-1,,,-1,-1,0,
2107,2104,<player1> made 7 ft two point shot assisted by <player2>,shot,made,7,2,assist,,-1,-1,,,-1,-1,0,
2108,2104,<player1> makes 7-foot hook shot (<player2> assists),shot,made,7,2,assist,,-1,-1,,,-1,-1,0,
2109,2104,<player1> makes 7-foot jumper (<player2>  assists),shot,made,7,2,assist,,-1,-1,,,-1,-1,0,
2110,2104,<player1> makes 7-foot jumper (<player2> assists ),shot,made,7,2,assist,,-1,-1,,,-1,-1,0,
2111,2104,<player1> makes 7-foot jumper (<player2> assists),shot,made,7,2,assist,,-1,-1,,,-1,-1,0,
2112,2104,<player1> makes 7-foot running jumper (<player2> assists),shot,made,7,2,assist,,-1,-1,,,-1,-1,0,
2113,2104,<player1> makes 7-foot two point shot (<player2>  assists),shot,made,7,2,assist,,-1,-1,,,-1,-1,0,
2114,2104,<player1> makes 7-foot two point shot (<player2> assists ),shot,made,7,2,assist,,-1,-1,,,-1,-1,0,
2115,2104,<player1> makes 7-foot two point shot (<player2> assists),shot,made,7,2,assist,,-1,-1,,,-1,-1,0,
2116,2104,<player1>  makes 6-foot two point shot (<player2> assists),shot,made,7,2,assist,,-1,-1,,,-1,-1,0,
2117,2104,<player1>  makes 7-foot two point shot (<player2> assists),shot,made,7,2,assist,,-1,-1,,,-1,-1,0,
2118,2104,<player1>  makes 7-foot two point shot (<player2> assists),shot,made,7,2,assist,,-1,-1,,,-1,-1,0,
2119,2119,<player1> made 7 ft hook shot,shot,made,7,2,,,-1,-1,,,-1,-1,1,
2120,2119,<player1> made 7 ft jumper,shot,made,7,2,,,-1,-1,,,-1,-1,0,
2121,2119,<player1> made 7 ft running jumper,shot,made,7,2,,,-1,-1,,,-1,-1,0,
2122,2119,<player1> made 7 ft two point shot,shot,made,7,2,,,-1,-1,,,-1,-1,0,
2123,2119,<player1> makes 7-foot hook shot,shot,made,7,2,,,-1,-1,,,-1,-1,0,
2124,2119,<player1> makes 7-foot jumper,shot,made,7,2,,,-1,-1,,,-1,-1,0,
2125,2119,<player1> makes 7-foot running jumper,shot,made,7,2,,,-1,-1,,,-1,-1,0,
2126,2119,<player1> makes 7-foot two point shot,shot,made,7,2,,,-1,-1,,,-1,-1,0,
2127,2119,<player1>  makes 7-foot jumper,shot,made,7,2,,,-1,-1,,,-1,-1,0,
2128,2119,<player1>  makes 7-foot two point shot,shot,made,7,2,,,-1,-1,,,-1,-1,0,
2129,2129,<player1>  makes 8-foot two point shot (<player2> assists),shot,made,8,2,assist,,-1,-1,,,-1,-1,1,PLAYER
2130,2129,<player1> made 8 ft hook shot assisted by <player2>,shot,made,8,2,assist,,-1,-1,,,-1,-1,0,
2131,2129,<player1> made 8 ft jumper assisted by <player2>,shot,made,8,2,assist,,-1,-1,,,-1,-1,0,
2132,2129,<player1> made 8 ft running jumper assisted by <player2>,shot,made,8,2,assist,,-1,-1,,,-1,-1,0,
2133,2129,<player1> made 8 ft two point shot assisted by <player2>,shot,made,8,2,assist,,-1,-1,,,-1,-1,0,
2134,2129,<player1> makes 8-foot hook shot (<player2> assists),shot,made,8,2,assist,,-1,-1,,,-1,-1,0,
2135,2129,<player1> makes 8-foot jumper (<player2>  assists),shot,made,8,2,assist,,-1,-1,,,-1,-1,0,
2136,2129,<player1> makes 8-foot jumper (<player2> assists ),shot,made,8,2,assist,,-1,-1,,,-1,-1,0,
2137,2129,<player1> makes 8-foot jumper (<player2> assists),shot,made,8,2,assist,,-1,-1,,,-1,-1,0,
2138,2129,<player1> makes 8-foot running jumper (<player2> assists),shot,made,8,2,assist,,-1,-1,,,-1,-1,0,
2139,2129,<player1> makes 8-foot two point shot (<player2>  assists),shot,made,8,2,assist,,-1,-1,,,-1,-1,0,
2140,2129,<player1> makes 8-foot two point shot (<player2> assists ),shot,made,8,2,assist,,-1,-1,,,-1,-1,0,
2141,2129,<player1> makes 8-foot two point shot (<player2> assists),shot,made,8,2,assist,,-1,-1,,,-1,-1,0,
2142,2142,<player1>  makes 8-foot jumper,shot,made,8,2,,,-1,-1,,,-1,-1,1,PLAYER
2143,2142,<player1>  makes 8-foot two point shot,shot,made,8,2,,,-1,-1,,,-1,-1,0,PLAYER
2144,2142,<player1> made 8 ft hook shot,shot,made,8,2,,,-1,-1,,,-1,-1,0,
2145,2142,<player1> made 8 ft jumper,shot,made,8,2,,,-1,-1,,,-1,-1,0,
2146,2142,<player1> made 8 ft running jumper,shot,made,8,2,,,-1,-1,,,-1,-1,0,
2147,2142,<player1> made 8 ft two point shot,shot,made,8,2,,,-1,-1,,,-1,-1,0,
2148,2142,<player1> makes 8-foot hook shot,shot,made,8,2,,,-1,-1,,,-1,-1,0,
2149,2142,<player1> makes 8-foot jumper,shot,made,8,2,,,-1,-1,,,-1,-1,0,
2150,2142,<player1> makes 8-foot running jumper,shot,made,8,2,,,-1,-1,,,-1,-1,0,
2151,2142,<player1> makes 8-foot two point shot,shot,made,8,2,,,-1,-1,,,-1,-1,0,
2152,2152,<player1>  makes 9-foot jumper,shot,made,9,2,,,-1,-1,,,-1,-1,1,
2153,2153,<player1> made 9 ft hook shot assisted by <player2>,shot,made,9,2,assist,,-1,-1,,,-1,-1,1,
2154,2153,<player1> made 9 ft jumper assisted by <player2>,shot,made,9,2,assist,,-1,-1,,,-1,-1,0,
2155,2153,<player1> made 9 ft running jumper assisted by <player2>,shot,made,9,2,assist,,-1,-1,,,-1,-1,0,
2156,2153,<player1> made 9 ft two point shot assisted by <player2>,shot,made,9,2,assist,,-1,-1,,,-1,-1,0,
2157,2153,<player1> makes 9-foot hook shot (<player2> assists),shot,made,9,2,assist,,-1,-1,,,-1,-1,0,
2158,2153,<player1> makes 9-foot jumper (<player2>  assists),shot,made,9,2,assist,,-1,-1,,,-1,-1,0,
2159,2153,<player1> makes 9-foot jumper (<player2> assists ),shot,made,9,2,assist,,-1,-1,,,-1,-1,0,
2160,2153,<player1> makes 9-foot jumper (<player2> assists),shot,made,9,2,assist,,-1,-1,,,-1,-1,0,
2161,2153,<player1> makes 9-foot running jumper (<player2> assists),shot,made,9,2,assist,,-1,-1,,,-1,-1,0,
2162,2153,<player1> makes 9-foot two point shot (<player2> assists ),shot,made,9,2,assist,,-1,-1,,,-1,-1,0,
2163,2153,<player1> makes 9-foot two point shot (<player2> assists),shot,made,9,2,assist,,-1,-1,,,-1,-1,0,
2164,2153,<player1>  makes 9-foot two point shot (<player2> assists),shot,made,9,2,assist,,-1,-1,,,-1,-1,0,
2165,2153,<player1> makes 9-foot two point shot (<player2>  assists),shot,made,9,2,assist,,-1,-1,,,-1,-1,0,
2166,2153,<player1>  makes 9-foot two point shot (<player2> assists),shot,made,9,2,assist,,-1,-1,,,-1,-1,0,
2167,2153,<player1> makes 9-foot two point shot (<player2>  assists),shot,made,9,2,assist,,-1,-1,,,-1,-1,0,
2168,2168,<player1>  makes 9-foot two point shot,shot,made,9,2,,,-1,-1,,,-1,-1,1,
2169,2168,<player1> made 9 ft hook shot,shot,made,9,2,,,-1,-1,,,-1,-1,0,
2170,2168,<player1> made 9 ft jumper,shot,made,9,2,,,-1,-1,,,-1,-1,0,
2171,2168,<player1> made 9 ft running jumper,shot,made,9,2,,,-1,-1,,,-1,-1,0,
2172,2168,<player1> made 9 ft two point shot,shot,made,9,2,,,-1,-1,,,-1,-1,0,
2173,2168,<player1> makes 9-foot hook shot,shot,made,9,2,,,-1,-1,,,-1,-1,0,
2174,2168,<player1> makes 9-foot jumper,shot,made,9,2,,,-1,-1,,,-1,-1,0,
